season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2022,1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,Australia,1,BA Stokes,Ben Stokes,4,0,32,1,8.00,6,1,0,2,1,False,https://www.espncricinfo.com/ci/content/player/311158.html
2022,1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,Australia,1,CR Woakes,Chris Woakes,3,0,26,0,8.66,7,2,1,2,0,False,https://www.espncricinfo.com/ci/content/player/247235.html
2022,1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,Australia,1,SM Curran,Sam Curran,4,0,12,3,3.00,15,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2022,1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,Australia,1,AU Rashid,Adil Rashid,4,1,22,2,5.50,10,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/244497.html
2022,1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,Australia,1,CJ Jordan,Chris Jordan,4,0,27,2,6.75,9,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/288992.html
2022,1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,Australia,1,LS Livingstone,Liam Livingstone,1,0,16,0,16.00,1,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022,1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,Australia,2,Shaheen Shah Afridi,Shaheen Shah Afridi,2.1,0,13,1,6.00,6,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1072470.html
2022,1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,Australia,2,Naseem Shah,Naseem Shah,4,0,30,0,7.50,15,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1158088.html
2022,1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,Australia,2,Haris Rauf,Haris Rauf,4,0,23,2,5.75,13,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1161606.html
2022,1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,Australia,2,Shadab Khan,Shadab Khan,4,0,20,1,5.00,10,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/922943.html
2022,1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,Australia,2,Mohammad Wasim(1),Mohammad Wasim,4,0,38,1,9.50,5,5,0,2,0,False,https://www.espncricinfo.com/ci/content/player/1185538.html
2022,1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,Australia,2,Iftikhar Ahmed,Iftikhar Ahmed,0.5,0,13,0,15.60,0,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/480603.html
2022,1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,Australia,1,BA Stokes,Ben Stokes,2,0,18,0,9.00,5,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/311158.html
2022,1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,Australia,1,CR Woakes,Chris Woakes,3,0,24,1,8.00,5,1,1,2,0,False,https://www.espncricinfo.com/ci/content/player/247235.html
2022,1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,Australia,1,SM Curran,Sam Curran,4,0,42,0,10.50,9,5,2,0,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2022,1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,Australia,1,AU Rashid,Adil Rashid,4,0,20,1,5.00,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/244497.html
2022,1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,Australia,1,LS Livingstone,Liam Livingstone,3,0,21,0,7.00,7,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022,1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,Australia,1,CJ Jordan,Chris Jordan,4,0,43,3,10.75,8,3,3,1,0,False,https://www.espncricinfo.com/ci/content/player/288992.html
2022,1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,Australia,2,B Kumar,Bhuvneshwar Kumar,2,0,25,0,12.50,4,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022,1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,Australia,2,Arshdeep Singh,Arshdeep Singh,2,0,15,0,7.50,4,2,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022,1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,Australia,2,AR Patel,Axar Patel,4,0,30,0,7.50,10,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022,1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,Australia,2,Mohammed Shami,Mohammed Shami,3,0,39,0,13.00,7,4,3,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022,1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,Australia,2,R Ashwin,Ravichandran Ashwin,2,0,27,0,13.50,1,1,2,1,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022,1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,Australia,2,HH Pandya,Hardik Pandya,3,0,34,0,11.33,5,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/625371.html
2022,1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,Australia,1,Shaheen Shah Afridi,Shaheen Shah Afridi,4,0,24,2,6.00,11,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1072470.html
2022,1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,Australia,1,Naseem Shah,Naseem Shah,4,0,30,0,7.50,8,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1158088.html
2022,1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,Australia,1,Haris Rauf,Haris Rauf,4,0,32,0,8.00,6,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1161606.html
2022,1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,Australia,1,Mohammad Wasim(1),Mohammad Wasim,2,0,15,0,7.50,3,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1185538.html
2022,1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,Australia,1,Shadab Khan,Shadab Khan,4,0,33,0,8.25,7,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/922943.html
2022,1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,Australia,1,Mohammad Nawaz(3),Mohammad Nawaz,2,0,12,1,6.00,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/348148.html
2022,1298177,NZ v PAK,NZ,PAK,NZ,Sydney Cricket Ground,Sydney,Australia,2,TA Boult,Trent Boult,4,0,33,2,8.25,9,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2022,1298177,NZ v PAK,NZ,PAK,NZ,Sydney Cricket Ground,Sydney,Australia,2,TG Southee,Tim Southee,3.1,0,24,0,7.57,7,3,0,2,0,False,https://www.espncricinfo.com/ci/content/player/232364.html
2022,1298177,NZ v PAK,NZ,PAK,NZ,Sydney Cricket Ground,Sydney,Australia,2,LH Ferguson,Lockie Ferguson,4,0,37,0,9.25,7,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/493773.html
2022,1298177,NZ v PAK,NZ,PAK,NZ,Sydney Cricket Ground,Sydney,Australia,2,MJ Santner,Mitchell Santner,4,0,26,1,6.50,6,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/502714.html
2022,1298177,NZ v PAK,NZ,PAK,NZ,Sydney Cricket Ground,Sydney,Australia,2,IS Sodhi,Ish Sodhi,4,0,26,0,6.50,4,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/559066.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,R Ngarava,Richard Ngarava,4,1,44,1,11.00,12,2,4,1,1,False,https://www.espncricinfo.com/ci/content/player/806241.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,TL Chatara,Tendai Chatara,4,0,34,0,8.50,5,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/425639.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,B Muzarabani,Blessing Muzarabani,4,0,50,1,12.50,5,8,0,1,0,False,https://www.espncricinfo.com/ci/content/player/827051.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,WP Masakadza,Wellington Masakadza,2,0,12,0,6.00,5,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/571703.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,RP Burl,Ryan Burl,1,0,14,0,14.00,1,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/495964.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,Sikandar Raza,Sikandar Raza,3,0,18,1,6.00,5,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/299572.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,Australia,1,SC Williams,Sean Williams,2,0,9,2,4.50,6,0,0,2,0,False,https://www.espncricinfo.com/ci/content/player/55870.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,Australia,2,B Kumar,Bhuvneshwar Kumar,3,1,11,1,3.66,14,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,Australia,2,Arshdeep Singh,Arshdeep Singh,2,0,9,1,4.50,9,1,0,2,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,Australia,2,Mohammed Shami,Mohammed Shami,2,0,14,2,7.00,7,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,Australia,2,HH Pandya,Hardik Pandya,3,0,16,2,5.33,10,1,0,2,1,False,https://www.espncricinfo.com/ci/content/player/625371.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,Australia,2,R Ashwin,Ravichandran Ashwin,4,0,22,3,5.50,13,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022,1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,Australia,2,AR Patel,Axar Patel,3.2,0,40,1,12.00,4,5,1,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022,1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,Australia,1,Shaheen Shah Afridi,Shaheen Shah Afridi,4,0,22,4,5.50,13,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1072470.html
2022,1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,Australia,1,Naseem Shah,Naseem Shah,3,0,15,0,5.00,9,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1158088.html
2022,1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,Australia,1,Mohammad Wasim(1),Mohammad Wasim,2,0,19,0,9.50,5,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1185538.html
2022,1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,Australia,1,Haris Rauf,Haris Rauf,4,0,21,1,5.25,11,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1161606.html
2022,1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,Australia,1,Shadab Khan,Shadab Khan,4,0,30,2,7.50,8,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/922943.html
2022,1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,Australia,1,Iftikhar Ahmed,Iftikhar Ahmed,3,0,15,1,5.00,9,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/480603.html
2022,1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,Australia,2,Taskin Ahmed,Taskin Ahmed,3,0,26,0,8.66,10,1,2,0,1,False,https://www.espncricinfo.com/ci/content/player/538506.html
2022,1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,Australia,2,Nasum Ahmed,Nasum Ahmed,4,0,14,1,3.50,13,0,0,2,0,False,https://www.espncricinfo.com/ci/content/player/348049.html
2022,1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,Australia,2,Shakib Al Hasan,Shakib Al Hasan,4,0,35,1,8.75,6,5,0,0,0,True,https://www.espncricinfo.com/ci/content/player/56143.html
2022,1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,Australia,2,Mustafizur Rahman,Mustafizur Rahman,4,0,21,1,5.25,8,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2022,1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,Australia,2,Ebadot Hossain,Ebadot Hossain,3.1,0,25,1,7.89,7,1,1,0,1,False,https://www.espncricinfo.com/ci/content/player/932355.html
2022,1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,Australia,1,WD Parnell,Wayne Parnell,4,0,32,0,8.00,10,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/265564.html
2022,1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,Australia,1,K Rabada,Kagiso Rabada,3,0,37,0,12.33,6,7,0,0,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2022,1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,Australia,1,L Ngidi,Lungi Ngidi,3,0,35,0,11.66,3,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/542023.html
2022,1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,Australia,1,A Nortje,Anrich Nortje,4,0,10,1,2.50,14,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481979.html
2022,1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,Australia,1,KA Maharaj,Keshav Maharaj,4,0,27,2,6.75,12,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/267724.html
2022,1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,Australia,1,AK Markram,Aiden Markram,2,0,16,1,8.00,3,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/600498.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,FJ Klaassen,Fred Klaassen,4,0,20,2,5.00,15,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1104703.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,PA van Meekeren,Paul van Meekeren,3,0,33,1,11.00,5,1,2,1,1,False,https://www.espncricinfo.com/ci/content/player/348109.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,CN Ackermann,Colin Ackermann,3,0,16,0,5.33,6,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/379774.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,RE van der Merwe,Roelof van der Merwe,2,0,19,0,9.50,2,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/47850.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,BD Glover,Brandon Glover,2,0,9,3,4.50,5,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/595419.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,LV van Beek,Logan van Beek,3,0,23,0,7.66,4,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/440522.html
2022,1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,Australia,2,BFW de Leede,Bas de Leede,3,0,25,2,8.33,4,1,0,1,2,False,https://www.espncricinfo.com/ci/content/player/1036191.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,BA Stokes,Ben Stokes,3,0,24,1,8.00,8,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/311158.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,CR Woakes,Chris Woakes,3,0,24,1,8.00,5,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/247235.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,MA Wood,Mark Wood,3,0,26,3,8.66,8,1,2,1,0,False,https://www.espncricinfo.com/ci/content/player/351588.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,SM Curran,Sam Curran,4,0,27,1,6.75,10,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,AU Rashid,Adil Rashid,4,0,16,1,4.00,11,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/244497.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,LS Livingstone,Liam Livingstone,2,0,16,0,8.00,2,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022,1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,Australia,1,MM Ali,Moeen Ali,1,0,5,0,5.00,1,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2022,1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,Australia,2,M Theekshana,Maheesh Theekshana,4,0,22,0,5.50,11,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1138316.html
2022,1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,Australia,2,CAK Rajitha,Kasun Rajitha,3,0,40,0,13.33,4,5,1,2,0,False,https://www.espncricinfo.com/ci/content/player/499594.html
2022,1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,Australia,2,CBRLS Kumara,Lahiru Kumara,3.4,0,24,2,6.54,11,3,0,0,1,False,https://www.espncricinfo.com/ci/content/player/784375.html
2022,1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,Australia,2,PWH de Silva,Wanindu Hasaranga de Silva,4,0,23,2,5.75,11,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022,1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,Australia,2,DM de Silva,Dhananjaya de Silva,4,0,24,2,6.00,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/465793.html
2022,1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,Australia,2,KIC Asalanka,Charith Asalanka,1,0,8,0,8.00,1,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/784367.html
2022,1298172,AUS v AFG,AUS,AFG,AFG,Adelaide Oval,Adelaide,Australia,1,Fazalhaq Farooqi,Fazalhaq Farooqi,4,0,29,2,7.25,13,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/974175.html
2022,1298172,AUS v AFG,AUS,AFG,AFG,Adelaide Oval,Adelaide,Australia,1,Mujeeb Ur Rahman,Mujeeb Ur Rahman,4,0,42,1,10.50,5,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/974109.html
2022,1298172,AUS v AFG,AUS,AFG,AFG,Adelaide Oval,Adelaide,Australia,1,Naveen-ul-Haq,Naveen-ul-Haq,4,0,21,3,5.25,11,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/793447.html
2022,1298172,AUS v AFG,AUS,AFG,AFG,Adelaide Oval,Adelaide,Australia,1,Gulbadin Naib,Gulbadin Naib,3,0,31,0,10.33,6,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/352048.html
2022,1298172,AUS v AFG,AUS,AFG,AFG,Adelaide Oval,Adelaide,Australia,1,Rashid Khan,Rashid Khan,4,0,29,1,7.25,9,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2022,1298172,AUS v AFG,AUS,AFG,AFG,Adelaide Oval,Adelaide,Australia,1,Mohammad Nabi,Mohammad Nabi,1,0,14,0,14.00,1,1,1,0,0,True,https://www.espncricinfo.com/ci/content/player/25913.html
2022,1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,Australia,2,JR Hazlewood,Josh Hazlewood,4,0,33,2,8.25,13,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/288284.html
2022,1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,Australia,2,PJ Cummins,Pat Cummins,4,0,22,0,5.50,12,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/489889.html
2022,1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,Australia,2,MP Stoinis,Marcus Stoinis,2,0,26,0,13.00,2,2,1,2,0,False,https://www.espncricinfo.com/ci/content/player/325012.html
2022,1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,Australia,2,KW Richardson,Kane Richardson,4,0,48,1,12.00,4,3,3,1,0,False,https://www.espncricinfo.com/ci/content/player/272262.html
2022,1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,Australia,2,A Zampa,Adam Zampa,4,0,22,2,5.50,11,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/379504.html
2022,1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,Australia,2,C Green,Cameron Green,2,0,13,0,6.50,7,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1076713.html
2022,1298171,IRE v NZ,NZ,IRE,IRE,Adelaide Oval,Adelaide,Australia,1,JB Little,Josh Little,4,0,22,3,5.50,10,2,0,1,0,False,https://www.espncricinfo.com/ci/content/player/928067.html
2022,1298171,IRE v NZ,NZ,IRE,IRE,Adelaide Oval,Adelaide,Australia,1,MR Adair,Mark Adair,4,0,39,1,9.75,9,3,1,3,0,False,https://www.espncricinfo.com/ci/content/player/526441.html
2022,1298171,IRE v NZ,NZ,IRE,IRE,Adelaide Oval,Adelaide,Australia,1,BJ McCarthy,Barry McCarthy,4,0,46,0,11.50,4,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/348059.html
2022,1298171,IRE v NZ,NZ,IRE,IRE,Adelaide Oval,Adelaide,Australia,1,GJ Delany,Gareth Delany,4,0,30,2,7.50,11,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1099379.html
2022,1298171,IRE v NZ,NZ,IRE,IRE,Adelaide Oval,Adelaide,Australia,1,F Hand,Fionn Hand,2,0,22,0,11.00,2,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1099225.html
